,input_text
195,"Usually, they just tweak you a little bit and drop you into your new role. What the fuck, ding-dong? You're dressing her up now? Is this becoming like a fucking hentai thing with you now? No, I just... I just... You're fucking obsessed!"
196,"What the fuck, ding-dong? You're dressing her up now? Is this becoming like a fucking hentai thing with you now? No, I just... I just... You're fucking obsessed! You know, I didn't turn you in for your fuck-up before 'cause we're friends,"
197,"You're dressing her up now? Is this becoming like a fucking hentai thing with you now? No, I just... I just... You're fucking obsessed! You know, I didn't turn you in for your fuck-up before 'cause we're friends, but that was obviously a bad call."
198,"Is this becoming like a fucking hentai thing with you now? No, I just... I just... You're fucking obsessed! You know, I didn't turn you in for your fuck-up before 'cause we're friends, but that was obviously a bad call. I mean, next thing I know, you're gonna be wearing her dress,"
199,"No, I just... I just... You're fucking obsessed! You know, I didn't turn you in for your fuck-up before 'cause we're friends, but that was obviously a bad call. I mean, next thing I know, you're gonna be wearing her dress, whispering sweet nothings in her ear."
200,"You're fucking obsessed! You know, I didn't turn you in for your fuck-up before 'cause we're friends, but that was obviously a bad call. I mean, next thing I know, you're gonna be wearing her dress, whispering sweet nothings in her ear. Fuck this. I'm telling QA."
201,"You know, I didn't turn you in for your fuck-up before 'cause we're friends, but that was obviously a bad call. I mean, next thing I know, you're gonna be wearing her dress, whispering sweet nothings in her ear. Fuck this. I'm telling QA. I'm doing this for your own good."
202,"but that was obviously a bad call. I mean, next thing I know, you're gonna be wearing her dress, whispering sweet nothings in her ear. Fuck this. I'm telling QA. I'm doing this for your own good. You're not going to tell anyone anything."
203,"I mean, next thing I know, you're gonna be wearing her dress, whispering sweet nothings in her ear. Fuck this. I'm telling QA. I'm doing this for your own good. You're not going to tell anyone anything. Fuck!"
204,whispering sweet nothings in her ear. Fuck this. I'm telling QA. I'm doing this for your own good. You're not going to tell anyone anything. Fuck! You can't hurt me with this. You can't hurt anyone.
205,Fuck this. I'm telling QA. I'm doing this for your own good. You're not going to tell anyone anything. Fuck! You can't hurt me with this. You can't hurt anyone. Can't I?
206,"I'm doing this for your own good. You're not going to tell anyone anything. Fuck! You can't hurt me with this. You can't hurt anyone. Can't I? Turns out, your friend here is a much more talented young man"
207,"You're not going to tell anyone anything. Fuck! You can't hurt me with this. You can't hurt anyone. Can't I? Turns out, your friend here is a much more talented young man than anyone gave him credit for."
208,"Fuck! You can't hurt me with this. You can't hurt anyone. Can't I? Turns out, your friend here is a much more talented young man than anyone gave him credit for. What the fuck did you do?"
209,"You can't hurt me with this. You can't hurt anyone. Can't I? Turns out, your friend here is a much more talented young man than anyone gave him credit for. What the fuck did you do? Calm down, Sylvester."
210,"Can't I? Turns out, your friend here is a much more talented young man than anyone gave him credit for. What the fuck did you do? Calm down, Sylvester. I know all about you."
211,"Turns out, your friend here is a much more talented young man than anyone gave him credit for. What the fuck did you do? Calm down, Sylvester. I know all about you. I don't need one of those things to know what you're thinking,"
